,doc_id,Texto
303,1874006,vigozoo nombre oficial parque zoológico vigo ostenta categoría jurídica organismo autónomo municipal zoo vigo único zoológico toda galicia halla monte madroa centro ciudad extensión superficial inicialmente constituído fundación pública creado iniciativa rafael portanet mandato alcalde vigo construido sucesor cargo antonio ramilo fernándezareal enlaces externos página oficial parque zoológico vigo
2857,1889155,bridging the gap tercer álbum black eyed peas salió septiembre material buen álbum contenía colaboraciones buenas macy gray lista canciones bep empire weekends esthero get original chali hot kim hill cali new york soul lil lil own nubians mos def release bridging the gaps rap song wyclef jean bringing back tell your mama come request line macy gray
2874,1889347,instrumento ejecución ver horca horca latín forca horca labrador herramienta apero labranza compuesto mango largo acaba dos puntas pueden ser éstas madera hierro labradores hacinan mieses levantan mueven revuelven descripción horca mango largo redondo habitualmente madera extremo posee estructura puede ser continuación misma madera pieza distinta madera hierro unida mango forma tenedor sobresalen ligera inclinación plano mango curvatura púas horca puede fabricada sola pieza madera escogida rama árbol aprovechando horquillas ramificaciones trabajándose forma alcanzar estructura requerida puede construida diversas maderas almez tipos puntas madera materiales pesados paja mies horca carga púas estructura amplia recoger material compuesta varias piezas madera horca larga carga mango largo alcanzar carro lugar almacenamiento compuesta ocasiones única pieza madera adaptada cortada rama árbol puntas hierro ocasiones mango hierro horca carga tres cuatro púas usada material forraje basura véase herramientas agrícolas horquilla tridente enlaces externos inventario colección etnológica teodoro recio gobierno aragón
3773,1893779,hybris asteroide número situado cinturón asteroides descubierto astrónomo auguste charlois observatorio niza francia diciembre enlaces externos página oficial nasa
288,1873913,capas situadas cerca mesopausa caracterizan luminiscencia incluso nocturna causada reestructuración átomos forma moléculas sido ionizadas luz solar día rayos cósmicos principales capas situada altura ambas grosor aproximado embargo elemento importante concentración genera fenómeno airglow nitrógeno combina hidrógeno combina oxígeno podemos encontrar luminiscencia nai ver artículo inglés
2070,1884144,aloe aculeata especie género aloe perteneciente familia asphodelaceae hábitat hábitat natural zonas sudáfrica aloe aculeata pueden encontrar varias zonas provincia norte extremo norte mpumalanga extiende zimbabue zonas rocosas praderas decripción aloe aculeata fácilmente identificado partir especies similares conspicuo tubérculo espinas hojas suele confundirse aloe peglerae aloe aculeata flor presencia espinas superficie foliar característica exclusiva aloe peglerae sola roseta metro alto ancho hojas largas bastante amplias base ancho color verde curvados hacia interior roseta aspecto redondeado margen hoja armado dientes triangulares color marrón rojizo característica distintiva hoja presencia numerosas espinas superficie especies espina color diferente tejido circundante dan planta aspecto moteado plantas jóvenes inflorescencia única planta madura mayo divide tres cuatro ramas cada racimo largo estrecha disminuye gradualmente punta flores tubulares forma longitud varían color amarillo anaranjadorojizo especímenes uniformes color mientras bicolores florece mayo julio hemisferio norte referencias enlaces externos httpwwwsucculentscozaaloesstemlessaloesaloeaculeataphp
4242,1896482,ottonville población comuna francesa región lorena departamento mosela distrito boulaymoselle cantón boulaymoselle demografía enlaces externos insee elecciones municipales
333,1874153,guerrero navío línea real armada española construido reales astilleros esteiro ferrol nombre religioso san raimundo construcción junto gemelos ordenado junio quilla puesta grada botado pertenecía serie conocida popularmente apóstoles apostolado construidos simultáneamente reales astilleros esteiro ferrol constructor británico rooth entró servicio cañones igual demás miembros serie aunque después llegó portar cañones historial transporte real servicios abril encontraba destinado ferrol mando capitán navío bernabé urcullu recibió ordén zarpar rumbo rumbo cádiz posteriormente cartagena agosto partió cartagena destino nápoles tres navíos reunió escuadra juan josé navarro marqués victoria procedente cádiz agosto compuesta once navíos dos fragatas dos tartanas acudido ciudad italiana recoger nuevo rey carlos iii compañía navio napolitano inician viaje vuelta rey embarcó real fenix octubre arribó barcelona octubre finales marzo encontraba destinado ferrol realiza carena mes diciembre mayo zarpó ferrol mando capitán navío josé san vicente destino cádiz acompañado navío oriente bajo mismo mando acude escuadra marqués victoria llevar cartagena procedente génova futura reina maría luisa parma julio agosto formó división junto navío santodomingo bajo mando jefe escuadra pedro castejón pruebas mar navío santísima trinidad guerra independencia unidos finales junio declarar españa guerra gran bretaña contexto guerra independencia unidos zarp ferrol escuadra teniente general antonio arce compuesta ocho navíos dos fragatas julio unen aguas gallegas escuadra francesa mando orvilliers escuadra llegada cádiz mando teniente general luis córdova córdova realizó campaña canal mancha tras entó puerto francés brest septiembre quedó puerto escuadra mando miguel gastón zarpó rumbo cádiz enero causa temporales llegan buques consiguen llegar juntos guerrero entró cádiz febrero grueso escuadra gastón abril zarpó cádiz escuadra convoy mando jefe escuadra josé solano bote entró habana tras dura travesía octubre partió habana escuadra mando solano tropas gálvez ocupación pensacola huracán dispersó escuadra golfo méjico quedó abortada expedición mayo descubierto naves británicas cerca cabo san antonio creer trataba importante convoy salido jamaica día siguiente preparó escuadra habana zarpar caza compuesta navíos españoles franceses dos fragatas goleta encontrar convoy británico escuadra retornó habana mayo abril zarpó habana escuadra solano rumbo pensacola transportar tropas pertrechos ejército bernardo gálvez tomada plaza gran bretaña regresa misma escuadra habana mayo julio zarpó habana llegó cádiz octubre cargado pesos fuertes junto navíos astuto arrogante gallardo mercantes procedentes veracruz habana cartagena indias tras realizarle carenado incorporó escuadra luis córdova córdova mayo zarpó escuadra realizar tercera campaña canal escuadra francesas brest mes julio patrulla islas scilly quessant logra escapar escuadra británica navíos mando almirante richard howe regresó cádiz finales agosto septiembre entró escuadra córdova bahía algeciras apoyar ataque gibraltar cañoneras mes siguiente encuentra misma bahía impedir entrada gibraltar escuadra convoy británicos mando richard howe causa fuertes temporales días octubre escuadra sufre daños zarpó mañana día persecución escuadra enemiga momento cañoneado gibraltar participó batalla cabo espartel octubre británica almirante richard howe sufrió pérdida hombres resultaron heridos finalizada guerra mediados encontraba departamento marítimo cádiz desarmado queda reserva años siguientes isla nutka mayo ordenó activado armado cartagena puesto mando brigadier francisco muñoz goznes unirse julio mismo año escuadra teniente general don josé solano bote marqués socorro incidentes nutka británicos días julio salen cádiz bajo mando realizar cruceros instrucción costas gallegas cabo finisterre guerras napoleonicas mando capitán navío josé justo salcedo hace campaña escuadra teniente general juan lángara mar mediterráneo firma paz basilea bajo mando capitán navío nicolás estrada posada asignado escuadra teniente general josé mazarredo quedo bloqueada cádiz inglesa john jervis mando capitán navío josé justo salcedo consiguió partir rumbo américa regresó fondos económicos incorporó escuadra teniente general mazarredo cartagena parten junio rumbo cádiz junto escuadra francesa almirante bruix julio parten cádiz llegan brest agosto guerrero mandado brigadier nicolás estrada sustituido abril capitán navío francisco javier uriarte salió brest escuadra teniente general federico gravina diciembre hacia santo domingo haití dar apoyo flota francesa villaretjoyeuse conn rebelión isla septiembre capitán navío agustín figueroa mando arribó barcelona procedente nápoles junto navíos príncipe asturias bahama fragatas atocha soledad bergantín bajo mando teniente general josé solano trasladaban llevan bordo reyes etruria asistir dos bodas reales enero encontraba cartagena desarmado tras ser rearmado efectúa salidas adiestramiento tripulaciones escuadra josé justo salcedo mayo junio mando correspondió capitán navío josé encina partió escuadra cartagena julio unirse escuadra cádiz pudo hacerse presencia escuadra británica cercanías cádiz guerra independencia méxico destinado expedición buenos aires escuadra brigadier francisco mourelle rua abortada españa otorgado mando capitán fragata josé obregón tiempo ascendido capitán navío bajo mando capitán navío francisco pérez grandallana regresó habana ordenes capitán navío josé primo rivera ortiz pinedo tras entró dique seco arsenal carraca mismo año atacaron franceses duque angulema restablecer trono fernando vii septiembre dispararon tropas francesas ciento catorce proyectiles arsenal cayó dique ocupaba guerrero capitán fragata ingeniero joaquín maría pery consiguió apagar incendio arriesgando vida finalizó carenado octubre primeros quedó alistado zarpar cádiz rumbo cuba arribó puerto santiago cuba marzo junto corbeta zafiro bergantín mercante bello indio cargados obuses morteros bombas pulgadas granadas pulgadas balas cuerdasmecha velas cabria navío guerrero llegó mal ser reparado santiago cuba agosto zarpó habana buque insignia escuadra ángel laborde compuesta guerrero cinco fragatas dos bergantines tres mil hombres objeto desembarcarlos nueva españa recuperar territorios perdidos temporal dispersa escuadra sempiembre arribó guerrero desarbolado puerto rico mes octubre reparado habana nuevo insignia brigadier laborde zarpó habana diciembre junto fragata iberia bergantín hércules transportar fondos económicos pertrechos diciembre entraron san juan puerto rico recoge hombres víveres municiones diciembre puso rumbo méxico tropas realistas retornaron nuevo habana marzo apostadero habana tomó mando brigadier josé primo rivera ortiz pinedo retorno cádiz sufrió temporal desarboló casi completo llegó bahía cádiz aparejo fortuna abril encontraba desarmado ferrol junto navíos héroe soberano dado baja tras años navío línea años servicio activo mundo véase referencias
3011,1890055,gabbs comunidad incorporada condado nye nevada unidos población habitantes censo ciudad entonces desincorporada partir mayo geografía gabbs encuentra según united states census bureau ciudad área total km² mi² demografía según censo cuenta habitantes hogares familias residentes densidad población habkm² habmi² unidades habitacionales densidad promedio uakm² uami² composición racial población blanca nativa americana asiática isleños pacífico orígenes dos razas población origen hispano latino cualquiera raza origen hogares viven menores edad formados parejas casadas viven juntas llevados mujer esposo presente familias hogares formados sola persona incluyen persona años promedio habitantes hogar tamaño promedio familias personas población ciudad menos años años años años años edad mediana edad años cada mujeres hombres cada mujeres años hombres renta media hogar renta media familia hombres ganan promedio mujeres renta per cápita población familias entradas debajo nivel pobreza población total bajo nivel pobreza menores mayores años referencias enlaces externos
1180,1878845,edificio departamento central policía federal argentina sede cuerpo policial sito ciudad buenos aires argentina ubicación ocupa toda manzana avenida belgrano calles moreno virrey cevallos presidente luis sáenz peña estructura departamento central policía consta pisos altura calle ocupa toda manzana exeptuando espacios estacionamientos pequeño patio posee gran entrada principal rícamente ornamentada belgrano tres cada caras edificio edificio marcado estilo italiano recientemente caras construcción además pintadas combinación colores pasteles amarillo blanco amarillo oscuro enfátizando aspecto barroco mismo fachadas fuertemente ornamentadas entrada calle moreno inscripción reza departamento policía federal acompañado emblema parte superior edificio compuesto grupo escultórico escudo nacional custodiado dos figuras femeninas alegóricas representan derecha ley llevando libro inscripción lex portada izquierda figura apoya espalda simbolizando institución brazo armado pueden verse distintos lugares imágenes gallos animal representa escudo policía federal dando entender constante vigilancia dentro edificio encuentra patio central fuente varias palmeras daría nombre patio palmeras vez monumento primer jefe policía capital marcos paz inaugurado mayo además retratos demás jefes policía institución día presente esquinas belgrano virrey cevallos encuentra patio guardia infantería varios elementos antiguos policía barrio historia año trabajadas gestiones construcción edificio anteriormente funcionaban cabildo finálmente realizó contrato arquitecto buschiazzo dirigiendo obra arquitecto francisco tamburini fuentes departamento enlaces externos sitio oficial policía federal argentina instituto universitario policía federal argentina
4674,1900653,columbario romano cortijo moro monumento funerario romano datado entorno siglo situado localidad benalauría provincia málaga andalucía españa historia documentado década siglo trata monumento funerario tipo utilizado época republicana siglo cremación rito usual enterramiento partir adriano generalice gradualmente rito inhumación siendo hecho generalizado provincias mediados siglo iii descripción planta cámara sepulcral rectangular única sala paredes metros hornacinas rectangulares dos entrada monumento dos lateral derecho tres afrontadas izquierdo despositaban cuerpos bóveda medio cañón caementicium paramento sillares arenisca alineados tres hiladas misma altura accede interior medio tres escalones proximidad encuentran restos villa romana conservación pesar incluido listado inmueble arqueológico cód actual decompleto abandono invadido vegetación encuentra expuesto expolios bibliografía punto partida columbarios clásicos referencias columbario romano cortijo moro
4225,1896389,prinplup criaturas ficticias franquicia pokémon información general conocido evolución piplup especies pokémon pueden escoger juego diamante perla nombre debe acrónimos prince significa príncipe ploop sonido agua gotear descripción prinplup pingüino cuatro puntos barriga piplup dos colores azul oscuro azul claro posee especie capa abandonará empoleon salen dos especies anillos cabeza cuales próxima evolución tridente serie pertenece kenny coordinadores rivales dawn puede usar garra metálica rayo burbuja niebla etc referencias barbo maria the official pokémon handbook scholastic publishing isbn
2989,1889979,hippo asteroide número situado cinturón asteroides descubierto astrónomo auguste charlois observatorio niza francia agosto enlaces externos página oficial nasa
4192,1896191,kettenkrad denominado oficialmente sdkfz reducción kleines kettenkraftrad significa motocicleta tractora diseño diseño basado proyecto austriaco motocicleta dotada orugas nunca llego pasar proyecto tras anschluss cayo manos ingenieros alemanes acabaron producirlo tenia ventaja tener mayor maniobrabilidad tanques camiones además ser medio rápido operación operación tractor ligero tropas aerotransportadas invasion creta diseñado caber junkers destacar iba ser lanzado paracaídas sino transportado kettenkrad diseñado construido nsu motorenwerke neckarlsum alemania según avanzaba guerra parte producción derivada stoewer stettin realizaba bajo licencia llegando producir sdkfz uso guerras mayoría kettenkrads sirvieron frente oriental usaban tiendecables version sdkfz transportar objetos pesados correo llevar soldados barro primavera ruso usaron europa norte africa afrika korps finales guerra uso remolcadores aviones escasez combustible alemania llevo vehículos transportasen aviones hangares pistas aviación evitando aviones encender motores momento despegue utilizó variante kettenkrad remolque aumentar capacidad carga sdkfz acabar guerra usaron unidades tractor agricultura véase sdkfz
4655,1900561,samurái japonés periodo azuchimomoyama inicios periodo edo aunque alguna vez daimio provincia tosa feudo confiscado tokugawa ieyasu después batalla sekigahara biografía morichika cuarto hijo chosokabe motochika vasallo toyotomi hideyoshi unió fuerzas clan toyotomi asedio osaka shogunato tokugawa hijo decapitados mayo después derrota batalla tennoji referencias turnbull stephen the samurai sourcebook london cassell isbn
2158,1884576,tratado turín puede referirse alguno siguientes acuerdos firmados ciudad italiana turín capital ducado saboya unificación italia cerca paz turín puso fin guerra chioggia repúblicas génova venecia tratado turín firmado francia saboya tratado turín firmado saboya génova tratado turín ducado saboya alía francia tratado turín ducado saboya entra alianza francia españa guerra sucesión española tratado turín fijan fronteras ducado saboya república génova tratado turín rectificación frontera saboya francia tratado turín nueva modificación frontera francosaboyana tratado turín provincia carouge cedida cantón ginebra cambio protección suiza tratado turín ducado saboya condado niza anexionados francia
1998,1883731,cálao cresta larga aceros comatus especies género aceros pueblan sudeste asiático concreto puebla selvas buena parte myanmar tailandia malasia indonesia brunei
474,1875121,ley carreteras canarias ley mayo carreteras canarias publicada boletín oficial canarias número mayo ley autonómica aprobada parlamento canarias mayo ejercicio potestad legislativa conferida estatuto autonomía canarias precisiones conceptuales concepto carretera titularidad estatal carretera estatal ley carreteras español ley julio carreteras regula régimen carreteras reino españa objeto conforme artículo regulación planificación proyección construcción conservación financiación uso explotación carreteras estatales según artículo apartado carreteras estatales integradas itinerario interés general cuya función sistema transporte afecte comunidad autónoma apartado aclara carreteras refiere apartado anterior constituyen red carreteras podrá modificarse mediante real decreto propuesta ministro fomento inexistencia carreteras estatales canarias archipiélago canario existen carreteras estatales pues lógicamente todas carreteras intracomunitarias ley carreteras canarias básicamente calco ley estatal aportando mejoras aspectos cuenta especificidades canarias cuanto orografía terreno inexistencia vías transportes alternativos podría ser ferrocarril densidad ocupación poblacional circunstancias singulares contenido ley carreteras canarias ley carreteras canarias comienza defición clasificación carreteras enumerándose contenidas ley estatal autopistas autovías vías rápidas carreteras convencionales travesías etc aunque canarias existen denominadas vías rápidas catalogadas tales identifican según posesión ciertas características ofrecen calidad circulación tráfico rodado tales distancia arcenes número carriles límites acceso etc ley canaria realiza clasificación función titularidad administrativa así conforme situación geográfica carreteras regionales comunidad autónoma insulares cabildos insulares municipales ayuntamientos aspecto destacar ley canaria conceptualización zonas dominio público demás limitaciones genéricas zona servidumbre zona afección límite edificación ello adaptado especiales circunstancias archipiélago canario reconoce respeto derechos adquiridos interior zonas dominio público anterioridad entrada vigor propia ley derecho supletorio ley carreteras canarias complementada supletoriamente además ley estatal reglamento general carreteras real decreto septiembre aprueba reglamento general carreteras publicado boe número septiembre dictó desarrollo ley estatal véase notas
4653,1900558,castillo japonés localizado gaki prefectura gifu japón nombres conocía castillo castillo bij castillo kyoroku kyorokuj historia castillo construido originalmente éste contaba cuatro niveles cuatro distintos fosos siglo xvi toyotomi hideyoshi amplió reforzó castillo construyendo torre central donjon debido importancia histórica incluyendo papel fundamental batalla sekigahara castillo designado tesoro nacional japón donjon así resto castillo destruido bombardeos segunda guerra mundial reconstruido día hoys interior aloja museo exhibe objetos relacionados batalla sekigahara referencias
631,1876053,problema visto teoría elección racional parece arrojar resultado individuos cometen apariencia acto racional votan primeros plantear downs tullok votar beneficio siempre sufragio decisivo observa siguiente forma llámese probabilidad persona vote candidato preferido éste gane ahora probabilidad persona vaya votar aún así candidato preferido gane además beneficio obtiene persona candidato preferido elegido tener cuenta votar genera cierto costo cualquiera quiera participar sufragio sacrificar día ocio ejercer derecho inclusive deben tomar transporte poder hacerlo aunque países prueba voto electrónico disminuir representará costo votar así pues beneficio esperado votar candidato preferido gane mientras beneficio esperado quedarse casa votar candidato preferido gane votante abstendrá votar siempre lógico pensar personas asistan votar menor probabilidad ser votante decisivo triunfo candidato preferido bajo situación votar racional implicaría costo mayor beneficio obtener paradoja personas votan menor beneficio votante refleja realidad personas concurren masa sufragar pesar anteriormente expuesto muchas conjeturas formado motivación gente votar tal vez elección candidato preferido único beneficio simplemente votar deber cívico hacer pequeño sentimiento arrepentimiento sentirían candidato pierde margen bajo riker ordeshook justifican voto acto racional explicando costo neto sufragar representa costo bruto beneficio votar candidato gane exclusivamente unas elecciones reñidas probable incentivo votar alto enlaces externos economía institucional
1278,1879545,east village barrio centro san diego distrito grande centro san diego localizado gaslamp quarter sureste distrito core cortez hill east village pasado grandes renovaciones especialmente cerca petco park referencias enlaces externos downtown neighborhoods map
532,1875646,giornale periódico publicado milán italia tirada ejemplares diarios diciembre caracterizado nacimiento fuerte oposición partidos izquierda fundado indro montanelli apoyó nueva línea progresista adoptada corriere della sera montanelli dificultades económicas aceptó oferta financiación silvio berlusconi convirtió editor periódico indro montanelli siguió dirigiendo periódico berlusconi entró política diciembre berlusconi vendio giornale hermanos paolo vittorio feltri director mario giordano enlaces externos página edición digital
732,1876509,the living vivientes banda estadounidense rock alternativo compuesta escritorguitarrista john paul roney guitarrista eléctrico matthew holmen bajista jeremy jasper smith baterista benjamin schaefer sonido acreditado diferentes estilos música incluyen pop indie rock melodic rock alternative describen rock guiado melodía influencias británicas formaron baraboo wisconsin actualmente residen angeles california biografía fin the profits comienzo the living the living comenzó madison wisconsin proyecto escritorguitarrista john paul roney baterista benjamin schaefer después banda the profits extremamente reconocida circuito música universitaria wisconsin finalizo tiempo después guitarrista matthew holmen bajista stefan benkowski unieron grupo banda comenzó tocar mismo circuito the profits vuelto famosos embargo música tenia sonido diferente mas maduro citaba nuevas influencias coldplay mutemath radiohead the fray john mayer dave matthews similares sonido banda siempre explicado filosofía ayn rand vistas objectivist influencia música nombre banda deriva novela rand the living heights the heavens banda primer acto contratadofirmado authentik artists compañía musical foco especial musical transferida digitalmente fundada scott austin foundador legendary pictures scott mednick bajo dirección austin banda comenzó trabajo primer álbum primer álbum the living heights the heavens alturas cielos debuto abril recibiendo aclamo melodiosos líricos música abrió puertas banda pudiera tocar conciertos banda titular tiempo banda compartió tarima actos angels and airwaves gym class heroes dashboard confessional katy perry anberlin ludo the kings relient jacks mannequin say anything hellogoodbye circa survive the academy the roots blessid union souls sherwood motion city soundtrack and the the color fred festivales musicales parte medio oeste unidos banda relanzo copia remasterizada heights the heavens nueva versión venia empaquetada diferentemente concepto utilizaron lanzar idea the philo filosofía personal cada persona cambios solo reflectan significancia filosofía éxito banda sino fanáticos vida personales cambios vino nuevo miembro jeremy jasper smith tomo lugar bajista stefan benkowski después relanzamiento banda comenzó nuevo tour incluye aproximadamente conciertos colegios universidades tarimas alrededor norte medio oeste unidos publicaciones tiempo radial nuevos proyectos marzo canción best laid plans publicado sección bandas amar blog farándula escrito perez hilton blog perez explica calidad melodía piano debería convertirse canción principal nueva versión después publicación combinado calidad música roney provocativos líricos banda comenzó ser titulada famosos sitios web música purevolume myspace aol music clearchannel imeem bebo recibiendo tantas criticas positivas publicaciones sección arte periódico satírico the onion magazine tiempo radio banda incrementó significantemente canciones recibieron mas the plays estaciones radio colegiales canales mtv oxygen mtv banda tocado festivales south soutwest austin texas cornerstone music festival cmj festival musical mas grande mundo summerfest milwaukee wisconsin summerfest incluyo titular chipotle rhythm kitchen stage warped tour the living continua viajando nacionalmente tomar tiempo tour comenzar trabajo nuevo álbum depths the earth profundidades tierra tiempo incluyo relocacion banda angeles california july sound love sonido amor canción nuevo álbum debuto vivo estación fearless radio chicago discografía heights the heavens alturas cielos heights the heavens alturas cielos remasterizado relanzado depths the earth profundidades tierra espera ser lanzado referencias enlaces externos website oficial the living blog the living forum the living liricos
3447,1892174,nube computacional inglés cloud computing tecnología permite ofrecer servicios computación través internet nube metáfora internet introducción nube computacional tecnología permite ofrecer servicios computación través internet tipo computación puede ofrecer sistema informático ofrece servicio modo usuarios puedan acceder servicios disponibles nube internet conocimientos menos ser expertos gestión recursos usan según ieee computer society paradigma información almacena manera permanente servidores internet envía cachés temporales cliente incluye equipos sobremesa centros ocio portátiles etc computación nube concepto general incorpora software servicio tal web recientes conocidos tendencias tecnológicas tema común confianza internet satisfacer necesidades cómputo usuarios ejemplos computación nube destacan amazon google apps microsoft azure proveen aplicaciones comunes negocios linea accesibles navegador web mientras software datos almacenan servidores comparaciones computación nube usualmente confundida computación grid red forma computación distribuida súper computador virtual compuesto cluster enlazado ordenadores débilmente acoplados actuando concierto realizar tareas grandes controversia ocasiones considerado computación nube trampa código libre almacenar datos equipos propios puede llevar según opinión richard stallman perder control mismos perder libertad referencias enlaces externos ¿qué cloud computing
4052,1895319,asuntos privados lugares públicos coeurs película francia dirigida alain resnais año protagonizada andré dussollier thierry isabelle carré gaëlle sabine azéma charlotte pierre arditi lionel lambert wilson dan laura morante nicole basada obra dramaturgo alan ayckbourn asuntos privados lugares públicos drama romántico sigue vida seis personajes particular combate soledad director octogenario alain resnais llevó león plata pasado festival cine venecia película resnais clásico cine país galo auténtica figura sorprendió público internacional títulos smokingno smoking connait chanson además retratar psicología sentimental personajes resnais disecciona cultura costumbres barrio parisino contemporáneo reparto coral destacan italiana laura morante habitación hijo imperio lobos francés lambert wilson vimos recientemente junto demi moore plan brillante acompañan pierre arditi repite órdenes resnais tras smokingno smoking isabelle carré pequeña lola última parejas compuesta dos grandes escena francesa andré dussollier amelie sabine azéma pintar hacer amor sinopsis parís contemporáneo seis personas encuentran intento hallar camino vida dan refugiado alcohol apartado ejército novia nicole sabe cómo ayudarle menos ahora relación acaba gaelle busca desesperadamente amor mientras comprueba cómo hermano utilizado perversa dama llamada charlotte junto lionel debate cuidado padre particular lucha soledad referencias
61,1872035,danny boy título canción representativa cultura irlandesa aunque origen música incierto atribuye diferentes autores irlandeses corresponde antigua tonada conocida aire londonderry aire condado derry referencia ciudad norte irlanda registro antiguo dicha tonada remonta abogado músico escritor inglés frederic edward weatherley somerset compuso canción danny boy asociada música diferente dos años después cuñada margaret emigrado colorado unidos marido remitió música aire londonderry escuchado buscadores oro weatherley adaptó inmediatamente canción nueva música publicó convirtiéndola gran éxito aunque melodía sido grabada anterioridad primera grabación canción tal conoce hoy día debe cantante ópera ernestine schumannheink canción considerada casi himno irlandés especialmente irlandeses norteamericanos cuyos funerales suele faltar referencias danny boy the legend the beloved irish ballad isbn malachy mccourt enlaces externos danny boy the mystery solved the legend and history the song danny boy the origin danny boy video youtube danny boy video youtube danny boy versión piano enter the world danny boy
3152,1890813,juan federico palatinadoneoburgo noble alemán conde palatino duque palatinadosulzbachhilpoltstein septimo hijo duque felipe luis palatinadoneoburgo ana jülich cleves berg abuelos paternos conde palatino duque wolfgang palatinadozweibrücken ana hesse abuelos maternos duque guillermo rico jülich cleves berg archiduquesa austriaca maría habsburgo hermano mayor conde palatino duque wolfgang guillermo palatinadoneoburgo casó sofía ines hessedarmstadt hija duque luis hessedarmstadt unión parecer descendencia lamentablemente dispone datos
2863,1889199,redwood village barrio región midcity ciudad san diego california anteriormente barrio conocido darnall junio residentes votaron cambiar nombre barrio redwood village redwood village principalmente residencial excepción área sur avenida university hogar centro comercial university square shopping center rolando shopping center geografía redwood village definidos límites calle oeste norte avenida universitychollas parkway calle sur avenida collegethorn stcalle redwood educación redwood village dos escuelas elementales rolando park elementary school distrito escolar unificado san diego darnall ecampus charter elementary school distrito escolar unificado san diego referencias enlaces externos map darnall map redwood village redwood village neighborhood link san diego city council district
4600,1900188,viper puede referirse viper banda musical banda brasileña música heavy dodge viper modelo automóvil viper cohete cohete sonda estadounidense ahz viper helicóptero ataque
576,1875827,navalsauz pedanía llamado anejo municipio san martín pimpollar sur provincia ávila castilla león españa comunicada través carretera local baja río alberche situado pueblo saliendo pueblo dicha carretera contrario corona puerto erillas puerto duro rampas tras pasar hoyos miguel muñoz llega san martín pimpollar francisca sánchez pueblo francisca sánchez última esposa poeta nicaragüense rubén darío félix rubén garcía sarmiento rubén darío padre modernismo príncipe letras castellanas pasó últimos años vida maría francisca sánchez pozo hermosa sencilla campesina navalsauz convertiría musa lazarillo dios guiaría sendero conoció madrid mientras paseaba parque casa campo junto valle inclán año fruto amor nacieron hijos únicamente sobrevivió rubén darío sánchez güicho nacido parís semana morir declararía heredero universal francisca sánchez mujer amaba corazón pudo casar esposa siempre negó divorcio convirtió refugio desastre segundo matrimonio educada valle inclán amado nervo pacientemente transformada consulesa tan insigne nicaragüense poética darío maría francisca inmensa aquí ejemplo francisca suave francisca suave dulce deber ave mujer francisca flor vida perfuma hecha toda amor dolor espuma francisca ungüento pensamiento francisca flor sutil amor francisca mujer debe ser saber amar sentir admirar rezar ciencia vivir virtud esperar rubén darío enlaces externos historia amor
3118,1890569,fundación vargaszúñiga pérezlucas creada marzo josé maría vargaszúñiga ledesma maría dolores pérezlucas alba clasificada fundación benéficoasistencial sede encuentra salamanca españa objetivos fundación objeto realización fines asistencia social educativos culturales científicos fomento economía investigación práctica sectores campo industria patronos presidente don josé maría vargaszúñiga ledesma vicepresidente doña maría dolores pérezlucas alba patrono don jesús málaga guerrero patrono don alberto estella goytre patrono don julio rodríguez garcía actividades fecha actividades fundación patrocinado diferentes certámenes literarios relatos cortos concedido becas estudios patrocinado actividades casa cultura josé maría vargaszúñiga ribera fresno badajoz así aportaciones biblioteca josé maría vargaszúñiga universidad pontificia salamanca referencias fecha bocastilla león lunes abril boc enlaces externos página web maría dolores pérezlucas alba
3513,1892640,little saint nick canción navideña escrita brian wilson mike love principio realizado beach boys primero publicado sencillo diciembre alcanzando puesto navidad aquél año luego grabado nuevo álbum the beach boys christmas album canción parecida gran exito little deuce coupe veces equivocadamente llaman run run reindeer debido dice coro canción grabada nuevo brian wilson colección navidad sololista what really want for christmas canción sido cantada varias veces incluyendo versiones john denver the muppets hanson sugar ray mcfly versiones canción incluyen xilófono mientras hacen canción usada vacaciones cocacola comercial familia osos polares tropiezan reunión pingüinos véase the beach boys the beach boys christmas album
2255,1885538,aerangis mystacidii rchbf schltr especie planta epífita perteneciente familia orchidaceae nombre significa aerangis similar mystacidium hábitat encuentra sudáfrica zimbabwe mozambique malaui zambia bosques ribera largo quebradas arroyos pequeñas ramitas dominando agua así bosques siempreverdes bosques lugares alta precipitación alturas msnm descripción planta pequeña tamaño prefiere clima caliente fresco epífita hojas largo oblanceoladas obovadas coriáceas ligeramente carnosas ápice bilobulado manera desigual florece inflorescencia arqueada colgante largo lleva fragantes flores ancho producen verano otoño nombre común español inglés the mystacidiumlike aerangis sinonimia aerangis mystacidioides schltr aerangis pachyura schlechter angraecum mystacidii rchbf angraecum pachyurum rolfe angraecum saundersiae bolus referencias enlaces externos httporchidswikiacomwikiaerangis httpwwworchidspeciescomaeramystacidiaehtm
3711,1893371,irving babbitt académico norteamericano crítico literario notable haber fundado movimiento conocido nuevo humanismo influencia significativa discusión literaria pensamiento conservador período crítico cultura tradición matthew arnold oponente consistente romanticismo tal presentado escritos jeanjacques rousseau políticamente pudo caer distorsión demasiado seria ser llamado seguidor platon edmund burke humanismo suponía amplio conocimiento varias tradiciones religiosas obras literature and the american college the new laokoön the masters modern french criticism rousseau and romanticism democracy and leadership being creative the dhammapada spanish character and other essays reimpreso character culture essays east and west representative writings george panichas
